id,authors,title,venue_name,venue_vol,venue_date
fahlman1990a,S. Fahlmann; C. Lebiere,"The Cascade-Correlation Learning Architecture,",Advances in Neural Information Processing,2,
fahlman1990a,Scott E. Fahlman and Christian Lebiere.,The Cascade-Correlation learning architecture.,In [22],,1990.
fahlman1990a,S. Fahlman and C. Lebiere.,The cascade correlation learning algorithm.,Neural Information Systems,2,1990.
fahlman1990a,S. Fahlman and C. Lebiere.,The cascade correlation learning algorithm.,Neural Information Systems,2,1990.
fahlman1990a,Fahlman; Scott E.,"""The Cascade-Correlation Learning Architecture"",",in Advances in Neural Information Processing Systems,2,(1990).
fahlman1990a,S. Fahlman,"""The cascade-correlation learning architecture,""",in Advances in Neural Information Processing Systems,2,1990.
fahlman1990a,S.E. Fahlman and C. Lebiere.,The cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,2.,1990.
fahlman1990a,S.E. Fahlman and Lebiere C.,; The Cascaded-Correlation Learning Architecture.,In: Advances in Neural Information Processing Systems,2,1990.
fahlman1990a,Scott E. Fahlman and Christian Lebiere.,The Cascade-Correlation Learning Architecture.,In Advances in Neural Information Processing Systems,2,1990.
fahlman1990a,Scott E. Fahlman and Christian Lebiere.,The Cascade-Correlation Learning Architecture.,In Advances in Neural Information Processing Systems,2,1990.
fahlman1990a,S.E. Fahlman and C. Lebiere.,The cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,volume 2,1990.
fahlman1990a,S.E. Fahlman and C. Lebiere.,The cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,volume 2,1990.
fahlman1990a,Scott E. Fahlman and Christian Lebiere.,The cascade-correlation learning architecture.,In Advances in Neural Information Processing Systems II,,1990.
fahlman1990a,S. E. Fahlman and C. Lebiere.,The cascade correlation learning algorithm.,Neural Information Processing Systems,2,1990.
fahlman1990a,S. Fahlman and C. Lebiere.,The cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,,1990.
fahlman1990a,S. Fahlman and C. Lebiere.,The cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,,1990.
fahlman1990a,S.E. Fahlman and C. Lebiere,"""The cascade-correlation learning architecture"",",Advances in Neural Information Processing Systems,Vol.2,1990.
fahlman1990a,S.E. Fahlman and C. Lebiere,"""The cascade-correlation learning architecture"",",Advances in Neural Information Processing Systems,Vol.2,1990.
fahlman1990a,S.E. Fahlman and C. Lebiere,"The cascade-correlation learning architecture,",Advances in Neural Information Processing Systems,Vol.2,1990.
fahlman1990a,S.E. Fahlman and C. Lebiere,"The cascade-correlation learning architecture,",Advances in Neural Information Processing Systems,Vol.2,1990.
fahlman1990a,Fahlman; S. E. and Lebiere,The cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,2.,(1990).
fahlman1990a,Fahlman; S. E. and Lebiere,The cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,2.,(1990).
fahlman1990a,Fahlman; and Lebiere,"""The Cascade-Correlation Learning Architecture,""",Advances in Neural Information Processing Systems,2,1990.
fahlman1990a,Fahlman; S. E. and Lebiere,The Cascade Correlation Learning Architecture.,In Neural Information Systems,2.,(1990). 1990.
fahlman1990a,Fahlman; S. E. and Lebiere,The Cascade Correlation Learning Architecture.,In Neural Information Systems,2.,(1990). 1990.
fahlman1990a,Fahlman; S.E. and Lebiere C.,The Cascade-Correlation Learning Architecture.,In Advances in Neural Information Processing Systems II (Denver 1989),,"(1990),"
fahlman1990a,S. E. Fahlman and Lebiere C.,"The Cascade-Correlation Learning Architecture,",in Neural Information Processing Systems,2,"(1990),"
fahlman1990a,S. E. Fahlman and C. Lebiere,"The Cascade-Correlation Learning Architecture,",in Neural Information Processing Systems,2,"1990,"
fahlman1990a,S. E. Fahlman and C. Lebiere,"The Cascade-Correlation Learning Architecture,",in Advances in Neural Information Systems II,,"(1991): 1990,"
fahlman1990a,S. E. Fahlman and C. Lebiere.,The Cascade-Correlation Learning Architecture.,Advances in Neural Information Processing Systems (NIPS89),vol.2,1990.
fahlman1991a,Fahlman,The recurrent cascade-correlation architecture.,Advances in Neural Information Processing Systems,3,(1991).
fahlman1991a,Fahlman,The recurrent cascade-correlation architecture.,Advances in Neural Information Processing Systems,3,(1991).
fahlman1991a,Fahlman,The recurrent cascade-correlation architecture.,Advances in Neural Information Processing Systems,3,(1991).
fahlman1991a,Fahlman,The recurrent cascade-correlation architecture.,Advances in Neural Information Processing Systems,3,(1991).
fahlman1991a,Fahlman,The recurrent cascade-correlation architecture.,Advances in Neural Information Processing Systems,3,(1991).
fahlman1991a,Fahlman,The recurrent cascade-correlation learning algorithm.,Advances in Neural Information Processing Systems,3,(1991).
fahlman1991a,Fahlman,The recurrent cascade-correlation learning algorithm.,Advances in Neural Information Processing Systems,3,(1991).
fahlman1991a,Fahlman,The recurrent cascade-correlation learning algorithm.,NIPS 3,,(1991).
fahlman1991a,Fahlmann; S.E.(1990).,The recurrent cascade-correlation architecture.,InAdvances in Neural Information Processing Systgems,,
fahlman1991a,Scott E. Fahlman.,The recurrent cascade-correlation architecture.,Advances in Neural Information Processing Systems,3,1991.
fahlman1991a,S. Fahlman.,The recurrent cascade-correlation architecture.,Advances in Neural Information Processing Systems,3,1991.
fahlman1991a,Scott E. Fahlman.,The recurrent cascade-correlation architecture.,Advances in Neural Information Processing Systems,3,1991.
fahlman1991a,S. Fahlman,"""The recurrent cascade-correlation architecture,""",in Advances in Neural Information Processing Systems,3,1991.
fahlman1991a,Scott E. Fahlman.,The recurrent cascade-correlation architecture.,Advances in Neural Information Processing Systems,3,1991.
fahlman1991a,Scott E. Fahlman.,The recurrent cascade-correlation architecture.,Advances in Neural Information Processing Systems,3,1991.
fahlman1991a,S. Fahlman.,The recurrent cascade-correlation architecture.,Advances in Neural Information Processing Systems,3,1991.
fahlman1991a,S. Fahlman.,The recurrent cascade-correlation architecture.,Advances in Neural Information Processing Systems,3,1991.
fahlman1991a,Fahlman; Scott E.,"""The Recurrent Cascade-Correlation Architecture"",",in Advances in Neural Information Processing Systems,3,(1991).
fahlman1991a,S. Fahlman,"""The recurrent cascade-correlation architecture,""",in Advances in Neural Information Pro--cessing Systems,3,1991.
fahlman1991b,Scott E. Fahlman and David B. McDonald.,Design considerations for CMU common lisp.,Advanced Language Implementation,chapter 6,1991.
fahlman1991b,Scott E. Fahlman and David B. McDonald.,Design considerations for CMU common lisp.,Advanced Language Implementation,chapter 6,1991.
fahlman1991c,Fahlman,The Recurrent Cascade-Correlation Architecture.,,,(1991).
fahlman1991c,Scott E. Fahlman,"""The Recurrent Cascade-Correlation Architecture,""",,,May 1991.
fahlman1991c,Scott E. Fahlman,"""The Recurrent Cascade-Correlation Architecture,""",,,May 1991.
fahlman1991c,Scott E. Fahlman,"""The Recurrent Cascade-Correlation Architecture,""",,,May 1991.
fahlman1993a,Scott E. Fahlman.,Some thoughts on NETL 15 years later.,Innovative Applications of Massive Parallelism,,1993.
fahlman1993b,Fahlman,"CMU Benchmark Collection for Neural Net Learning Algorithms,",,,"(1993),"
fahlman1996a,S. E. Fahlman; L. D. Baker and J. A. Boyan,"The Cascade 2 Learning Architecture,",,,1996.
fahlman1996a,S. E. Fahlman; L. D. Baker and J. A. Boyan,"The Cascade 2 Learning Architecture,",,,1996.
fahlman1996a,S. E. Fahlman; L. D. Baker and J. A. Boyan,"The Cascade 2 Learning Architecture,",,,1996.
fahln1993a,Fahln; L.E.; C.G.Brown; O.Stahl; C.Carlsson.,A Space Based Model for User Interaction in Shared Synthetic Environments.,In Proceedings of InterCHI93 (Amsterdam).,,1993.
fahln1993a,Fahln; L.E.; C.G.Brown; O.Stahl; C.Carlsson.,A Space Based Model for User Interaction in Shared Synthetic Environments.,In proceedings of the InterCHI93 conference (Amsterdam).,,1993.
forchheimer1983a,R. Forchheimer and O. Fahlander,"Low bit-rate coding through animation,",in Proceedings Picture Coding Symposium (PCS-83) Davis,,March 1983
frankel1994a,J.Frankel; L.Alvarez; R.Horowitz; and P.Li.,"""Robust Platoon Manuevers for AVHS,""",,,
hendren1992a,L. J. Hendren; G. R. Gao; E. R. Altman; and C. Muk-erji.,A register allocation framework based on hierarchical cyclic interval graphs.,Proc. of the Intl. Conf. on Compiler Construction number 641 in Lec. Notes in Comp. Sci.,,Oct. 1992.
herzog1995a,Herzog; M.H. and Fahle,A recurrent model for learning a hyperacuity task.,Perception,24,(1995)
hoehfeld1992a,Hoehfeld; M. and Fahlman,Learning with limited numerical precision using the cascade-correlation algorithm.,,,1991.
hoehfeld1992a,M. H. Hoehfeld and S. Fahlman.,Learning with Limited Numerical Precision Using the Cascade-Correlation Algorithm.,IEEE Transactions on Neural Networks,vol. 3,July 1992.
knoop1992a,Knoop; J. and Steffen,"The interprocedural coincidence theorem,",in Proceedings of the Fourth International Conference on Compiler Construction,Vol. 641,"October 5-7, 1992 (1992)."
knoop1992a,Knoop; J. and Steffen,"The interprocedural coincidence theorem,",in Proceedings of the Fourth International Conference on Compiler Construction,Vol. 641,"October 5-7, 1992, (1992)."
knoop1992a,Knoop; J. and Steffen,"The interprocedural coincidence theorem,",in Proceedings of the Fourth International Conference on Compiler Construction,Vol. 641,"October 5-7, 1992, (1992)."
knoop1992a,Knoop; J. and Steffen,"The interprocedural coincidence theorem,",in Proceedings of the Fourth International Conference on Compiler Construction,Vol. 641,"October 5-7, 1992, (1992)."
knoop1992a,Knoop; J. and Steffen,"The interprocedural coincidence theorem,",in Proc. of the Fourth Int. Conf. on Comp. Construct.,Vol. 641,"Oct. 1992, (1992)."
knoop1992a,Knoop; J. and Steffen,"The interprocedural coincidence theorem,",in Proc. of the Fourth Int. Conf. on Comp. Construct.,Vol. 641,"Oct. 1992, (1992)."
knoop1992a,Knoop; J. and Steffen,"The interprocedural coincidence theorem,",in Proceedings of the Fourth International Conference on Compiler Construction,Vol. 641,"October 5-7, 1992, (1992)."
knoop1992a,Knoop; J. and Steffen,"The interprocedural coincidence theorem,",in Proceedings of the Fourth International Conference on Compiler Construction,Vol. 641,"October 5-7, 1992, (1992)."
knoop1992a,Knoop; J. and Steffen,"The interprocedural coincidence theorem,",in Proceedings of the Fourth International Conference on Compiler Construction,Vol. 641,"October 5-7, 1992, (1992)."
knoop1992a,Knoop; J. and Steffen,"The interprocedural coincidence theorem,",in Proceedings of the Fourth International Conference on Compiler Construction,Vol. 641,"October 5-7, 1992, (1992)."
knoop1992a,Knoop; J. and Steffen,"The interprocedural coincidence theorem,",in Proc. of the Fourth Int. Conf. on Comp. Construct.,Vol. 641,"Oct. 1992, (1992)."
knoop1992a,Knoop; J. and Steffen,"The interprocedural coincidence theorem,",in Proceedings of the Fourth International Conference on Compiler Construction,Vol. 641,"October 5-7, 1992, (1992)."
knoop1992a,Knoop; J. and Steffen,"The interprocedural coincidence theorem,",in Proceedings of the Fourth International Conference on Compiler Construction,Vol. 641,"October 5-7, 1992, (1992)."
knoop1992a,J. Knoop and B. Steffen.,The interprocedural coincidence theorem.,Proceedings of the Fourth International Conference on Compiler Construction Lecture Notes in Computer Science,Vol. 641,1992.
knoop1992a,J. Knoop and B. Steffen.,The interprocedural coincidence theorem.,Proceedings of the Fourth International Conference on Compiler Construction Lecture Notes in Computer Science,Vol. 641,1992.
knoop1992a,J. Knoop and B. Steffen.,The interprocedural coincidence theorem.,In Proceedings of the Fourth International Conference on Compiler Construction,Vol. 641,October 1992. 1992.
knopp1992a,Jurgen Knopp.,Improving the performance of parallel lisp by compile time analysis.,Compiler Construction volume 641 of Lecture Notes in Computer Science,,1992.
kriegel1993a,Kriegel; Heep S.; Fahldiek A.; Mysliwitz N.,"""Query Processing of Geometric Objects with Free Form Boundaries in Spatial Databases"".",Proc. 4th Int. Conf. DEXA 1993,,
kriegel1993a,Kriegel; Heep S.; Fahldiek A.; Mysliwitz N.,"""Query Processing of Geometric Objects with Free Form Boundaries in Spatial Databases"".",Proc. 4th Int. Conf. DEXA 1993,,
langendoen1992a,Koen Langendoen and Pieter Hartel. FCG:,a code generator for lazy functional languages.,Proceedings of the Conference on Compiler Construction,,Oct 92.
langendoen1992a,K.G. Langendoen and P.H. Hartel,"a code generator for lazy functional languages, in Compiler construction (CC),",Proceedings of the International Workshop on Compiler Construction,,October 1992.
mcdonald1987a,David B. McDonald; Scott E. Fahlman; and Skef Wholey.,Internal design of cmu common lisp on the IBM RT PC.,,,April 1988.
pfahler1997a,P. Pfahler and U. Kastens.,Language design and implementation by selection.,In First ACM SIGPLAN Workshop on Domain-Specific Languages,,January 1997.
pfahler1997a,P. Pfahler and U. Kastens.,Language design and implementation by selection.,In First ACM SIGPLAN Workshop on Domain-Specific Languages,,January 1997.
poggio1992a,Poggio; Fahle; and Edelman,Fast perceptual learning in visual hyperacuity.,Science,256,(1992).
poggio1992a,Poggio; Fahle; and Edelman,Fast perceptual learning in visual hyperacuity.,Science,256,(1992).
poggio1992a,Poggio; Fahle; and Edelman,Fast perceptual learning in visual hyperacuity.,Science,256,(1992).
poggio1992a,Poggio; Fahle; and Edelman,Fast perceptual learning in visual hyperacuity.,Science,256,(1992).
poggio1992a,Poggio; Fahle; and Edelman,Fast perceptual learning in visual hyperacuity.,Science,256,(1992).
poggio1992a,Poggio; Fahle; and Edelman,Fast perceptual learning in visual hyperacuity.,Science,256,(1992b).
poggio1992a,Poggio; Fahle; and Edelman,Fast perceptual learning in visual hyperacuity.,Science,256,(1992)
poggio1992a,T. Poggio; M. Fahle; and S. Edelman.,Fast Per ceptual Learning in Visual Hyperacuity.,Science,256,May 1992.
poggio1992a,Poggio T; Fahle M; and Edelman S.,Fast perceptual learning in visual hyperacuity.,Science,256,1992.
poggio1992b,Poggio; Edelman; and Fahle,Learning of visual modules from examples: a framework for understanding adaptive visual performance.,Computer Vision Graphics and Image Processing: Image Understanding,56,(1992a).
poggio1992b,T. Poggio; S. Edelman; and M. Fahle.,"Learning of visual modules from examples: A framework for understanding adaptive visual performance. CVGIP: Image Understanding, Special Issue on Purposive, Qualitative, Active Vision,",,56,1992.
pope1992a,S. T. Pope and L. E.,"Fahl en, Building sound into a virtual environment,",in Proceedings of the 5th MultiG Workshop,,Dec. 1992.
shapiro1980a,S. C. Shapiro.,"Review of Fahlman, Scott NETL: A system for representing and using real-world knowledge.",American Journal of Computational Linguistics,6(3),1980.
steele1984a,Guy L. Steele Jr.; Scott E. Fahlman; Richard P. Gabriel; David A. Moon; and Daniel L. Weinreb.,Common Lisp: The Language.,,,1984.
steele1984a,Guy L. Steele Jr.; Scott E. Fahlman; Richard P. Gabriel; David A. Moon; and Daniel L. Weinreb.,Common Lisp: The Language.,,,1984.
steele1984a,Guy L. Steele Jr.; Scott E. Fahlman; Richard P. Gabriel; David A. Moon; and Daniel L. Weinreb.,Common Lisp: The Language.,,,1984.
steele1990a,Steele; Guy L.; Fahlman; Scott E.; Gabriel; Richard P.; Moon; David A.; Weinreb; Daniel L.; Bobrow; Daniel G.; DeMichiel; Linda G.; Keene; Sonya E.; Kiczales; Gregor; Perdue; Crispin; Pitman; Kent M.; Waters; Richard C.; and White,Common Lisp: The Language (Second Edition).,,,1990).
steele1990a,Common Lisp: The Language (Second Edition). By Guy L. Steele Jr.; Scott E. Fahlman; Richard P. Gabriel; David A. Moon; Daniel L. Weinreb; Daniel G. Bobrow; Linda G. DeMichiel; Sonya E. Keene; Gregor Kiczales; Crispin Perdue; Kent M. Pitman; Richard C. Waters; and Jon L White.,,,,1990.
steele1990a,Common Lisp: The Language (Second Edition). By Guy L. Steele Jr.; Scott E. Fahlman; Richard P. Gabriel; David A. Moon; Daniel L. Weinreb; Daniel G. Bobrow; Linda G. DeMichiel; Sonya E. Keene; Gregor Kiczales; Crispin Perdue; Kent M. Pitman; Richard C. Waters; and Jon L White.,,,,1990.
steele1990a,Common Lisp: The Language (Second Edition). By Guy L. Steele Jr.; Scott E. Fahlman; Richard P. Gabriel; David A. Moon; Daniel L. Weinreb; Daniel G. Bobrow; Linda G. DeMichiel; Sonya E. Keene; Gregor Kiczales; Crispin Perdue; Kent M. Pitman; Richard C. Waters; and Jon L White.,,,,1990.
steele1990a,Common Lisp: The Language (Second Edition). By Guy L. Steele Jr.; Scott E. Fahlman; Richard P. Gabriel; David A. Moon; Daniel L. Weinreb; Daniel G. Bobrow; Linda G. DeMichiel; Sonya E. Keene; Gregor Kiczales; Crispin Perdue; Kent M. Pitman; Richard C. Waters; and Jon L White.,,,,1990.
sudholt1992a,S udholt; M. and Steigner,On interprocedural data flow analysis for object oriented languages.,Proceedings of the Fourth International Conference on Compiler Construction,,1992.
thrun1991a,S.B. Thrun; J. Bala; E. Bloedorn; I. Bratko; B. Cestnik; J. Cheng; K. De Jong; S Dzroski; S.E. Fahlman; D. Fisher; R. Hamann; K. Kaufman; S. Keller; I. Kononenko; J. Kreuziger; R.S. Michal-ski; T. Mitchell; P. Pachowicz; Y. Reich H. Vafaie; W. Van de Welde; W. Wenzel; J. Wnek; and J. Zhang.,The monk's problems a performance comparison of different learning algorihms.,,,December 1991.
thrun1991a,S.B. Thrun; J. Bala; E. Bloedorn; I. Bratko; B. Cestnik; J. Cheng; K. De Jong; S. Dzeroski andS.E. Fahlman; D. Fisher; R. Hamann; K. Kaufman; S. Keller; I. Kononenko; J. Kreuziger; R.S. Michalski; T. Mitchell; P. Pachowicz; Y. Reich; H. Vafaie; W. Van de Weldel; W. Wenzel; J. Wnek; and J. Zhang.,The monk's problems: A performance comparison of different learning algorithms.,,,1991.
thrun1991a,Thrun; Bala; Bloedorn; Bratko; Cestnik; Cheng; De Jong; Dzerowski; Fahlman; Hamann; Kaufman; Keller; Kononenko; Kreuziger; Michalski; Mitchell; Pachowicz; Vafaie; Van de Velde; Wenzel; Wnek; and Zhang,"The MONKS Problems: A Performance Comparison of Different Learning Algorithms,",,,1991.
thrun1991a,Thrun; Bala; Bloedorn; Bratko; Cestnik; Cheng; De Jong; Dzerowski; Fahlman; Hamann; Kaufman; Keller; Kononenko; Kreuziger; Michalski; Mitchell; Pachowicz; Vafaie; Van de Velde; Wenzel; Wnek; and Zhang,"The MONKS Problems: A Performance Comparison of Different Learning Algorithms,",,,1991.
thrun1991a,Fahlman; D. Fisher; R. Hamann; K. Kaufman; S. Keller; I. Kononenko; J. Kreuziger; R.S. Michal-ski; T. Mitchell; P. Pachowicz; Y. Reich; H. Vafaie; W. Van de Welde; W. Wenzel; J. Wnek; and J. Zhang.,The MONK's problems A performance comparison of different learning algorithms.,,,1991.
thrun1991a,Fahlman; D. Fisher; R. Hamann; K. Kaufman; S. Keller; I. Kononenko; J. Kreuziger; R.S. Michal-ski; T. Mitchell; P. Pachowicz; Y. Reich; H. Vafaie; W. Van de Welde; W. Wenzel; J. Wnek; and J. Zhang.,The MONK's problems A performance comparison of different learning algorithms.,,,1991.
thrun1991a,Thrun; Bala; Bloedorn; Bratko; Cestnik; Cheng; De Jong; Dzeroski; Fahlman; Fisher; Hamann; Kaufman; Keller; Kononenko; Kreuziger; Michalski; Mitchell; Pachowicz; Reich; Vafaie; Van de Welde; Wenzel; Wnek; and Zhang,The MONK's Problem: A Performance Comparison of Different Learning Algorithms.,,,(1991).
thrun1991a,Thrun; S.; Bala; J.; Bloedorn; E.; Bratko; I.; Cestnik; B.; Cheng; J.; De Jong; K.; Dzeroski; S.; Fahlman; S.; Fisher; D.; Hamann; R.; Kaufman; K.; Keller; S.; Kononenko; I.; Kreuziger; J.; Michalski; R.; Mitchell; T.; Pachowicz; P.; Reich; Y.; Vafaie; H.; de Weldel; W. V.; Wenzel; W.; Wnek; J.; and Zhang,The monk's problems: A performance comparison of different learning algorithms.,,,1991.
thrun1991a,Thrun; Bala; Bloedorn; Bratko; Cestnik; Cheng; De Jong; Dzeroski; Fahlman; Hamann; Kaufman; Keller; Kononenko; Kreuziger; Michalski; Mitchell; Pachowicz; Vafaie; Van de Velde; Wenzel; Wnek; J. and Zhang,"""The MONK's problems: A Performance Comparison of Different Learning Algorithms,""",Computer Science Reports,,December l991.
thrun1991a,Thrun; Bala; Bloedorn; Bratko; Cestnink; Cheng; DeJong; Dzeroski; Fahlman; Hamann; Kaufman; Keller; Kononenko; Kreuziger; Michalski; Mitchell; Pachowicz; Vafaie; Van de Velde; Wenzel; Wnek; J. and Zhang,"""The MONK's Problems: A Performance Comparison of Different Learning Algorithms,""",,,December 1991.
thrun1991a,S. B. Thrun; J. Bala; E. Bloendorn; I. Bratko; B. Cestnik; J. Cheng; K. De Jong; S. D^zeroski; S. E. Fahlman; D. Fisher; R. Hamann; K. Kauf-man; S. Keller; I. Kononenko; J. Kreuziger; R. S. Michalski; T. Mitchell; P. Pachovicz; Y. Re-ich; H. Vafaie; W. Van de Welde; W. Wentzel; J. Wnek; and J. Zhang.,The monk's problems a performance comparison of different learning algorithms.,,,1991.
thrun1991a,S. B. Thrun; J. Bala; E. Bloendorn; I. Bratko; B. Cestnik; J. Cheng; K. De Jong; S. D^zeroski; S. E. Fahlman; D. Fisher; R. Hamann; K. Kauf-man; S. Keller; I. Kononenko; J. Kreuziger; R. S. Michalski; T. Mitchell; P. Pachovicz; Y. Re-ich; H. Vafaie; W. Van de Welde; W. Wentzel; J. Wnek; and J. Zhang.,The monk's problems a performance comparison of different learning algorithms.,,,1991.
thrun1991a,S.B. Thrun; J. Bala; E. Bloedorn; I. Bratko; B. Cestnik; J. Cheng; K. De Jong; S Dzroski; S.E. Fahlman; D. Fisher; R. Hamann; K. Kaufman; S. Keller; I. Kononenko; J. Kreuziger; R.S. Michalski; T. Mitchell; P. Pachowicz; Y. Re-ich H. Vafaie; W. Van de Welde; W. Wenzel; J. Wnek; and J. Zhang.,The monk's problems a performance comparison of different learning algorihms.,,,December 1991.
thrun1991a,S.B. Thrun; J. Bala; E. Bloedorn; I. Bratko; B. Cestnik; J. Cheng; K. De Jong; S. Dzeroski; S.E. Fahlman; D. Fisher; R. Hamann; K. Kaufman; S. Keller; I. Kononenko; J. Kreuziger; R.S. Michalski; T. Mitchell; P. Pachowicz; Y. Reich; H. Vafaie; W. Van de Welde; W. Wenzel; J. Wnek; and J. Zhang,The MONK's problems a performance comparison of different learning algorithms.,,,1991.
thrun1991a,S.B. Thrun; J. Bala; E. Bloedorn; I. Bratko; B. Cestnik; J. Cheng; K. De Jong; S. Dzeroski; S.E. Fahlman; D. Fisher; R. Hamann; K. Kaufman; S. Keller; I. Kononenko; J. Kreuziger; R.S. Michalski; T. Mitchell; P. Pachowicz; Y. Reich; H. Vafaie; W. Van de Weldel; W. Wenzel; J. Wnek; and J. Zhang.,The monk's problems: A performance comparison of different learning algorithms.,,,1991.
thrun1991a,Sebastian B. Thrun; Jerzy Bala; Eric Bloedorn; Bojan Cestnik; John Cheng; Kenneth De Jong; Saso Dzeroski; Douglas Fisher; Scott E. Fahlman; Rainer Hamann; Kenneth Kaufman; Stefan Keller; Igor Kononenko; Juergen Kreuziger; Ryszard S. Michalski; Tom Mitchell; Peter Pachowicz; Yoram Reich; Haleh Vafaie; Walter Van de Welde; Walter Wenzel; Janusz Wnek; and Jianping Zhang.,The MONK's problems a performance comparison of different learning algorithms.,,,December 1991.
thrun1991a,Sebastian B. Thrun; Jerzy Bala; Eric Bloedorn; Bojan Cestnik; John Cheng; Kenneth De Jong; Saso Dzeroski; Douglas Fisher; Scott E. Fahlman; Rainer Hamann; Kenneth Kaufman; Stefan Keller; Igor Kononenko; Juergen Kreuziger; Ryszard S. Michalski; Tom Mitchell; Peter Pachowicz; Yoram Reich; Haleh Vafaie; Walter Van de Welde; Walter Wenzel; Janusz Wnek; and Jianping Zhang.,The MONK's problems a performance comparison of different learning algorithms.,,,December 1991.
thrun1991a,Sebastian B. Thrun; Jerzy Bala; Eric Bloedorn; Bojan Cestnik; John Cheng; Kenneth De Jong; Saso Dzeroski; Douglas Fisher; Scott E. Fahlman; Rainer Hamann; Kenneth Kaufman; Stefan Keller; Igor Kononenko; Juergen Kreuziger; Ryszard S. Michalski; Tom Mitchell; Peter Pachowicz; Yoram Reich; Haleh Vafaie; Walter Van de Welde; Walter Wenzel; Janusz Wnek; and Jianping Zhang.,The MONK's problems a performance comparison of different learning algorithms.,,,December 1991.
thrun1991a,S.B. Thrun; J. Bala; E. Bloedorn; I. Bratko; B. Cestnik; J. Cheng; K. De Jong; S. Dzeroski; S.E. Fahlman; D. Fisher; R. Hamann; K. Kaufman; S. Keller; I. Kononenko; J. Kreuziger; R.S. Michalski; T. Mitchell; P. Pachowicz; Y. Reich; H. Vafaie; W. Van de Welde; W. Wenzel; J. Wnek; and J. Zhang,The MONK's problems a performance comparison of different learning algorithms.,,,1991.
thrun1991a,Thrun; Bala; Bloedorn; Bratko; Cestnik; Cheng; De Jong; Dzeroski; Fisher; Fahlman; Hamann; Kaufman; Keller; Kononenko; Kreuziger; Michalski; Mitchell; Pachowicz; Reich; Vafaie; Van de Welde; Wenzel; Wnek; J. and Zhang,The MONK's problems a performance comparison of different learning algorithms.,,,(1991).
thrun1991a,S. Thrun; J. Bala; E. Bloedorn; I. Bratko; B. Cestnik; J. Cheng; K. De Jong; S. Dzeroski; D. Fisher; S. E. Fahlman; R. Hamann; K. Kaufman; S. Keller; I. Kononenko; J. Kreuziger; R. S. Michalski; T.M. Mitchell; P. Pachowicz; Y. Reich; H. Vafaie; W. Van de Welde; W. Wenzel; J. Wnek; and J. Zhang.,The MONK's problems a performance comparison of different learning algorithms.,,,December 1991.
thrun1991a,S. Thrun; J. Bala; E. Bloedorn; I. Bratko; B. Cestnik; J. Cheng; K. De Jong; S. Dzeroski; D. Fisher; S. E. Fahlman; R. Hamann; K. Kaufman; S. Keller; I. Kononenko; J. Kreuziger; R. S. Michalski; T.M. Mitchell; P. Pachowicz; Y. Reich; H. Vafaie; W. Van de Welde; W. Wenzel; J. Wnek; and J. Zhang.,The MONK's problems a performance comparison of different learning algorithms.,,,December 1991.
thrun1991a,S. Thrun; J. Bala; E. Bloedorn; I. Bratko; B. Cestnik; J. Cheng; K. De Jong; S. Dzeroski; D. Fisher; S. E. Fahlman; R. Hamann; K. Kaufman; S. Keller; I. Kononenko; J. Kreuziger; R. S. Michalski; T.M. Mitchell; P. Pachowicz; Y. Reich; H. Vafaie; W. Van de Welde; W. Wenzel; J. Wnek; and J. Zhang.,The MONK's problems a performance comparison of different learning algorithms.,,,December 1991.
thrun1991a,Thrun. S.B.; Bala; Bloedorn; Bratko; Cestnik; Cheng; De Jong; Dzeroski; Fahlman; Hamann; Kaufman; Keller; Kononenko; Kreuziger; Michalski; Mitchell; Pachowicz; Vafaie; Van de Velde; Wenzel; Wnek; and Zhang,"The MONKs Problems: A Performance Comparison of Different Learning Algorithms,",,,1991.
thrun1991a,S. Thrun; J. Bala; E. Bloedorn; I. Bratko; B. Cestnik; J. Cheng; K. De Jong; S. Dzeroski; S.E. Fahlman; D. Fisher; R. Hamann; K. Kaufman; S. Keller; I. Kononenko; J. Kreuziger; R.S. Michalski; T. Mitchell; P. Pachowicz; Y. Reich; H. Vafaie; W. Van de Welde; W. Wenzel; J. Wnek; and J. Zhang.,The monk's problems a performance comparison of different learning algorithms.,,,1991.
thrun1991a,S.B. Thrun; J. Bala; E. Bloedorn; B. Cheng I. Bratko; S. Dzeroski k. De-Jong; S. Fahlman; D. Fisher; R. Hamann; K. Kaufman; S. Keller; I. Kononenko; J. Kreuziger; R. Michalski; T. Mitchell; P. Pachowicz; Y. Reich; H. Vafaie; K. Van de Welde; W. Wenzel; J. Wnek; and J. Zhang.,The monk's problem: a performance comparison of different learning algorithms.,,,December 1990.
