idx1,idx2,id_1,authors_1,title_1,venue_name_1,venue_vol_1,venue_date_1,blocking_key_1,id_2,authors_2,title_2,venue_name_2,venue_vol_2,venue_date_2,blocking_key_2,authors_sim,title_sim,venue_date_eq,match_predito,match_verdadeiro
280,208,fahlman1990a,fahlman; and lebiere,the cascade correlation architecture.,Advances in Neural Information Processing Systems,2,1990.0,T223F4551990,fahlman1990a,fahlman; s. and lebiere,the cascade-correlation learning architecture.,,,1990.0,T223F4551990,0.9539130434782608,0.9014101057579318,1,1,1
280,212,fahlman1990a,fahlman; and lebiere,the cascade correlation architecture.,Advances in Neural Information Processing Systems,2,1990.0,T223F4551990,fahlman1990a,fahlman; s. and lebiere,the cascade-correlation learning architecture.,,,1990.0,T223F4551990,0.9539130434782608,0.9014101057579318,1,1,1
280,214,fahlman1990a,fahlman; and lebiere,the cascade correlation architecture.,Advances in Neural Information Processing Systems,2,1990.0,T223F4551990,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,,,1990.0,T223F4551990,1.0,0.9014101057579318,1,1,1
280,215,fahlman1990a,fahlman; and lebiere,the cascade correlation architecture.,Advances in Neural Information Processing Systems,2,1990.0,T223F4551990,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,,,1990.0,T223F4551990,1.0,0.9014101057579318,1,1,1
280,216,fahlman1990a,fahlman; and lebiere,the cascade correlation architecture.,Advances in Neural Information Processing Systems,2,1990.0,T223F4551990,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,,,1990.0,T223F4551990,1.0,0.9014101057579318,1,1,1
280,217,fahlman1990a,fahlman; and lebiere,the cascade correlation architecture.,Advances in Neural Information Processing Systems,2,1990.0,T223F4551990,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,,,1990.0,T223F4551990,1.0,0.9014101057579318,1,1,1
280,218,fahlman1990a,fahlman; and lebiere,the cascade correlation architecture.,Advances in Neural Information Processing Systems,2,1990.0,T223F4551990,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,,,1990.0,T223F4551990,1.0,0.9014101057579318,1,1,1
280,225,fahlman1990a,fahlman; and lebiere,the cascade correlation architecture.,Advances in Neural Information Processing Systems,2,1990.0,T223F4551990,fahlman1990a,fahlman; s. e. and lebiere,the cascade-correlation learning architecture.,,,1990.0,T223F4551990,0.903846153846154,0.9014101057579318,1,1,1
280,227,fahlman1990a,fahlman; and lebiere,the cascade correlation architecture.,Advances in Neural Information Processing Systems,2,1990.0,T223F4551990,fahlman1990a,fahlman; s. and lebiere,the cascade-correlation learning architecture.,,,1990.0,T223F4551990,0.9539130434782608,0.9014101057579318,1,1,1
280,231,fahlman1990a,fahlman; and lebiere,the cascade correlation architecture.,Advances in Neural Information Processing Systems,2,1990.0,T223F4551990,fahlman1990a,fahlman; s. and lebiere,the cascade-correlation learning architecture.,,,1990.0,T223F4551990,0.9539130434782608,0.9014101057579318,1,1,1
280,232,fahlman1990a,fahlman; and lebiere,the cascade correlation architecture.,Advances in Neural Information Processing Systems,2,1990.0,T223F4551990,fahlman1990a,fahlman; s. and lebiere,the cascade-correlation learning architecture.,,,1990.0,T223F4551990,0.9539130434782608,0.9014101057579318,1,1,1
280,233,fahlman1990a,fahlman; and lebiere,the cascade correlation architecture.,Advances in Neural Information Processing Systems,2,1990.0,T223F4551990,fahlman1990a,fahlman; s. and lebiere,the cascade-correlation learning architecture.,,,1990.0,T223F4551990,0.9539130434782608,0.9014101057579318,1,1,1
280,236,fahlman1990a,fahlman; and lebiere,the cascade correlation architecture.,Advances in Neural Information Processing Systems,2,1990.0,T223F4551990,fahlman1990a,fahlman; s. and lebiere,the cascade-correlation learning architecture.,,,1990.0,T223F4551990,0.9539130434782608,0.9014101057579318,1,1,1
280,241,fahlman1990a,fahlman; and lebiere,the cascade correlation architecture.,Advances in Neural Information Processing Systems,2,1990.0,T223F4551990,fahlman1990a,fahlman; s. e. and lebiere,the cascade-correlation learning architecture.,,,1990.0,T223F4551990,0.903846153846154,0.9014101057579318,1,1,1
280,259,fahlman1990a,fahlman; and lebiere,the cascade correlation architecture.,Advances in Neural Information Processing Systems,2,1990.0,T223F4551990,fahlman1990a,fahlman; s. and lebiere,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems (volume 2).,,1990.0,T223F4551990,0.9539130434782608,0.9014101057579318,1,1,1
280,263,fahlman1990a,fahlman; and lebiere,the cascade correlation architecture.,Advances in Neural Information Processing Systems,2,1990.0,T223F4551990,fahlman1990a,fahlman; s. e. and lebiere,"the cascade-correlation learning architecture,","""Advances in Neural Information Processing Systems""",Vol. 2,1990.0,T223F4551990,0.903846153846154,0.8900052226139182,1,1,1
280,264,fahlman1990a,fahlman; and lebiere,the cascade correlation architecture.,Advances in Neural Information Processing Systems,2,1990.0,T223F4551990,fahlman1990a,fahlman; s. e. and lebiere,"the cascade-correlation learning architecture,",`Advances in Neural Information Processing Systems',Vol. 2,1990.0,T223F4551990,0.903846153846154,0.8900052226139182,1,1,1
280,265,fahlman1990a,fahlman; and lebiere,the cascade correlation architecture.,Advances in Neural Information Processing Systems,2,1990.0,T223F4551990,fahlman1990a,fahlman; s. e. and lebiere,"the cascade-correlation learning architecture,","""Advances in Neural Information Processing Systems""",Vol. 2,1990.0,T223F4551990,0.903846153846154,0.8900052226139182,1,1,1
280,266,fahlman1990a,fahlman; and lebiere,the cascade correlation architecture.,Advances in Neural Information Processing Systems,2,1990.0,T223F4551990,fahlman1990a,fahlman; s. e. and lebiere,the cascade correlation architecture.,In Advances in Neural Information Processing Systems,Volume 2,1990.0,T223F4551990,0.903846153846154,1.0,1,1,1
280,267,fahlman1990a,fahlman; and lebiere,the cascade correlation architecture.,Advances in Neural Information Processing Systems,2,1990.0,T223F4551990,fahlman1990a,fahlman; s. e. and lebiere,the cascade correlation architecture.,In Advances in Neural Information Processing Systems,Volume 2,1990.0,T223F4551990,0.903846153846154,1.0,1,1,1
280,269,fahlman1990a,fahlman; and lebiere,the cascade correlation architecture.,Advances in Neural Information Processing Systems,2,1990.0,T223F4551990,fahlman1990a,fahlman; s. e. and lebiere,the cascade-correlation learning architecture.,In Advances in Neural Information Processing Systems,vol. 2,1990.0,T223F4551990,0.903846153846154,0.9014101057579318,1,1,1
280,270,fahlman1990a,fahlman; and lebiere,the cascade correlation architecture.,Advances in Neural Information Processing Systems,2,1990.0,T223F4551990,fahlman1990a,fahlman; s. e. and lebiere,the cascade correlation learning architecture.,In Neural Information Processing Systems,2.,1990.0,T223F4551990,0.903846153846154,0.9284371327849588,1,1,1
280,271,fahlman1990a,fahlman; and lebiere,the cascade correlation architecture.,Advances in Neural Information Processing Systems,2,1990.0,T223F4551990,fahlman1990a,fahlman; s. e. and lebiere,the cascade correlation learning architecture.,In Neural Information Processing Systems,2.,1990.0,T223F4551990,0.903846153846154,0.9284371327849588,1,1,1
280,272,fahlman1990a,fahlman; and lebiere,the cascade correlation architecture.,Advances in Neural Information Processing Systems,2,1990.0,T223F4551990,fahlman1990a,fahlman; s. e. and lebiere,the cascade-correlation architecture.,Advances in Neural Information Processing Structures,2,1990.0,T223F4551990,0.903846153846154,0.9614114114114116,1,1,1
280,273,fahlman1990a,fahlman; and lebiere,the cascade correlation architecture.,Advances in Neural Information Processing Systems,2,1990.0,T223F4551990,fahlman1990a,fahlman; s. e. and lebiere,the cascade-correlation architecture.,Advances in Neural Information Processing Structures,2,1990.0,T223F4551990,0.903846153846154,0.9614114114114116,1,1,1
280,274,fahlman1990a,fahlman; and lebiere,the cascade correlation architecture.,Advances in Neural Information Processing Systems,2,1990.0,T223F4551990,fahlman1990a,fahlman; s. e. and lebiere,the cascade-correlation learning algorithm.,Advances in Neural Information Processing Systems,2,1990.0,T223F4551990,0.903846153846154,0.8718101822752986,1,1,1
280,275,fahlman1990a,fahlman; and lebiere,the cascade correlation architecture.,Advances in Neural Information Processing Systems,2,1990.0,T223F4551990,fahlman1990a,fahlman; s. e. and lebiere,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,2.,1990.0,T223F4551990,0.903846153846154,0.9014101057579318,1,1,1
280,276,fahlman1990a,fahlman; and lebiere,the cascade correlation architecture.,Advances in Neural Information Processing Systems,2,1990.0,T223F4551990,fahlman1990a,fahlman; and lebiere,the cascade correlaion learning architecture.,NIPS.,,1990.0,T223F4551990,1.0,0.9157057057057058,1,1,1
280,277,fahlman1990a,fahlman; and lebiere,the cascade correlation architecture.,Advances in Neural Information Processing Systems,2,1990.0,T223F4551990,fahlman1990a,fahlman; and lebiere,the cascade-correlation architecture.,In Advances in Neural Information Processing Systems,Vol. 2.,1990.0,T223F4551990,1.0,0.9614114114114116,1,1,1
280,278,fahlman1990a,fahlman; and lebiere,the cascade correlation architecture.,Advances in Neural Information Processing Systems,2,1990.0,T223F4551990,fahlman1990a,fahlman; and lebiere,the cascade-correlation architecture.,In Advances in Neural Information Processing Systems,Vol. 2.,1990.0,T223F4551990,1.0,0.9614114114114116,1,1,1
280,279,fahlman1990a,fahlman; and lebiere,the cascade correlation architecture.,Advances in Neural Information Processing Systems,2,1990.0,T223F4551990,fahlman1990a,fahlman; and lebiere,the cascade correlation architecture.,Advances in 43 Neural Information Processing Systems,2,1990.0,T223F4551990,1.0,1.0,1,1,1
281,194,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,In Advances in Neural Information Processing Systems,Vol. 2).,1990.0,T223F4551990,fahlman1990a,fahlman; s. e. and lebiere,"the cascade-correlation learning architec ture,",,,1990.0,T223F4551990,0.903846153846154,0.9871415356151712,1,1,1
281,195,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,In Advances in Neural Information Processing Systems,Vol. 2).,1990.0,T223F4551990,fahlman1990a,fahlman; s. e. and lebiere,"the cascade-correlation learning architecture,",,,1990.0,T223F4551990,0.903846153846154,0.9913043478260868,1,1,1
281,196,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,In Advances in Neural Information Processing Systems,Vol. 2).,1990.0,T223F4551990,fahlman1990a,fahlman; s. e. and lebiere,the cascade-correlation learning architecture.,,,1990.0,T223F4551990,0.903846153846154,1.0,1,1,1
281,197,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,In Advances in Neural Information Processing Systems,Vol. 2).,1990.0,T223F4551990,fahlman1990a,fahlman; s. e. and lebiere,the cascade-correlation learning architecture.,,,1990.0,T223F4551990,0.903846153846154,1.0,1,1,1
281,198,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,In Advances in Neural Information Processing Systems,Vol. 2).,1990.0,T223F4551990,fahlman1990a,fahlman; s. e. and lebiere,the cascade-correlation learning architecture.,,,1990.0,T223F4551990,0.903846153846154,1.0,1,1,1
281,199,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,In Advances in Neural Information Processing Systems,Vol. 2).,1990.0,T223F4551990,fahlman1990a,fahlman; s. e. and lebiere,the cascade-correlation learning architecture.,,,1990.0,T223F4551990,0.903846153846154,1.0,1,1,1
281,200,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,In Advances in Neural Information Processing Systems,Vol. 2).,1990.0,T223F4551990,fahlman1990a,fahlman; s. e. and lebiere,the cascade-correlation learning architecture.,,,1990.0,T223F4551990,0.903846153846154,1.0,1,1,1
281,204,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,In Advances in Neural Information Processing Systems,Vol. 2).,1990.0,T223F4551990,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,,,1990.0,T223F4551990,1.0,1.0,1,1,1
281,205,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,In Advances in Neural Information Processing Systems,Vol. 2).,1990.0,T223F4551990,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,,,1990.0,T223F4551990,1.0,1.0,1,1,1
281,207,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,In Advances in Neural Information Processing Systems,Vol. 2).,1990.0,T223F4551990,fahlman1990a,fahlman s. e.; lebiere c.,"the cascade-correlation learning architecture,",,,1990.0,T223F4551990,0.8589411764705883,0.9913043478260868,1,1,1
281,208,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,In Advances in Neural Information Processing Systems,Vol. 2).,1990.0,T223F4551990,fahlman1990a,fahlman; s. and lebiere,the cascade-correlation learning architecture.,,,1990.0,T223F4551990,0.9539130434782608,1.0,1,1,1
281,212,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,In Advances in Neural Information Processing Systems,Vol. 2).,1990.0,T223F4551990,fahlman1990a,fahlman; s. and lebiere,the cascade-correlation learning architecture.,,,1990.0,T223F4551990,0.9539130434782608,1.0,1,1,1
281,214,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,In Advances in Neural Information Processing Systems,Vol. 2).,1990.0,T223F4551990,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,,,1990.0,T223F4551990,1.0,1.0,1,1,1
281,215,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,In Advances in Neural Information Processing Systems,Vol. 2).,1990.0,T223F4551990,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,,,1990.0,T223F4551990,1.0,1.0,1,1,1
281,216,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,In Advances in Neural Information Processing Systems,Vol. 2).,1990.0,T223F4551990,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,,,1990.0,T223F4551990,1.0,1.0,1,1,1
281,217,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,In Advances in Neural Information Processing Systems,Vol. 2).,1990.0,T223F4551990,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,,,1990.0,T223F4551990,1.0,1.0,1,1,1
281,218,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,In Advances in Neural Information Processing Systems,Vol. 2).,1990.0,T223F4551990,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,,,1990.0,T223F4551990,1.0,1.0,1,1,1
281,225,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,In Advances in Neural Information Processing Systems,Vol. 2).,1990.0,T223F4551990,fahlman1990a,fahlman; s. e. and lebiere,the cascade-correlation learning architecture.,,,1990.0,T223F4551990,0.903846153846154,1.0,1,1,1
281,227,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,In Advances in Neural Information Processing Systems,Vol. 2).,1990.0,T223F4551990,fahlman1990a,fahlman; s. and lebiere,the cascade-correlation learning architecture.,,,1990.0,T223F4551990,0.9539130434782608,1.0,1,1,1
281,231,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,In Advances in Neural Information Processing Systems,Vol. 2).,1990.0,T223F4551990,fahlman1990a,fahlman; s. and lebiere,the cascade-correlation learning architecture.,,,1990.0,T223F4551990,0.9539130434782608,1.0,1,1,1
281,232,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,In Advances in Neural Information Processing Systems,Vol. 2).,1990.0,T223F4551990,fahlman1990a,fahlman; s. and lebiere,the cascade-correlation learning architecture.,,,1990.0,T223F4551990,0.9539130434782608,1.0,1,1,1
281,233,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,In Advances in Neural Information Processing Systems,Vol. 2).,1990.0,T223F4551990,fahlman1990a,fahlman; s. and lebiere,the cascade-correlation learning architecture.,,,1990.0,T223F4551990,0.9539130434782608,1.0,1,1,1
281,236,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,In Advances in Neural Information Processing Systems,Vol. 2).,1990.0,T223F4551990,fahlman1990a,fahlman; s. and lebiere,the cascade-correlation learning architecture.,,,1990.0,T223F4551990,0.9539130434782608,1.0,1,1,1
281,241,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,In Advances in Neural Information Processing Systems,Vol. 2).,1990.0,T223F4551990,fahlman1990a,fahlman; s. e. and lebiere,the cascade-correlation learning architecture.,,,1990.0,T223F4551990,0.903846153846154,1.0,1,1,1
281,259,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,In Advances in Neural Information Processing Systems,Vol. 2).,1990.0,T223F4551990,fahlman1990a,fahlman; s. and lebiere,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems (volume 2).,,1990.0,T223F4551990,0.9539130434782608,1.0,1,1,1
281,263,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,In Advances in Neural Information Processing Systems,Vol. 2).,1990.0,T223F4551990,fahlman1990a,fahlman; s. e. and lebiere,"the cascade-correlation learning architecture,","""Advances in Neural Information Processing Systems""",Vol. 2,1990.0,T223F4551990,0.903846153846154,0.9913043478260868,1,1,1
281,264,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,In Advances in Neural Information Processing Systems,Vol. 2).,1990.0,T223F4551990,fahlman1990a,fahlman; s. e. and lebiere,"the cascade-correlation learning architecture,",`Advances in Neural Information Processing Systems',Vol. 2,1990.0,T223F4551990,0.903846153846154,0.9913043478260868,1,1,1
281,265,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,In Advances in Neural Information Processing Systems,Vol. 2).,1990.0,T223F4551990,fahlman1990a,fahlman; s. e. and lebiere,"the cascade-correlation learning architecture,","""Advances in Neural Information Processing Systems""",Vol. 2,1990.0,T223F4551990,0.903846153846154,0.9913043478260868,1,1,1
281,266,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,In Advances in Neural Information Processing Systems,Vol. 2).,1990.0,T223F4551990,fahlman1990a,fahlman; s. e. and lebiere,the cascade correlation architecture.,In Advances in Neural Information Processing Systems,Volume 2,1990.0,T223F4551990,0.903846153846154,0.9014101057579318,1,1,1
281,267,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,In Advances in Neural Information Processing Systems,Vol. 2).,1990.0,T223F4551990,fahlman1990a,fahlman; s. e. and lebiere,the cascade correlation architecture.,In Advances in Neural Information Processing Systems,Volume 2,1990.0,T223F4551990,0.903846153846154,0.9014101057579318,1,1,1
281,269,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,In Advances in Neural Information Processing Systems,Vol. 2).,1990.0,T223F4551990,fahlman1990a,fahlman; s. e. and lebiere,the cascade-correlation learning architecture.,In Advances in Neural Information Processing Systems,vol. 2,1990.0,T223F4551990,0.903846153846154,1.0,1,1,1
281,270,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,In Advances in Neural Information Processing Systems,Vol. 2).,1990.0,T223F4551990,fahlman1990a,fahlman; s. e. and lebiere,the cascade correlation learning architecture.,In Neural Information Processing Systems,2.,1990.0,T223F4551990,0.903846153846154,0.9468599033816424,1,1,1
281,271,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,In Advances in Neural Information Processing Systems,Vol. 2).,1990.0,T223F4551990,fahlman1990a,fahlman; s. e. and lebiere,the cascade correlation learning architecture.,In Neural Information Processing Systems,2.,1990.0,T223F4551990,0.903846153846154,0.9468599033816424,1,1,1
281,272,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,In Advances in Neural Information Processing Systems,Vol. 2).,1990.0,T223F4551990,fahlman1990a,fahlman; s. e. and lebiere,the cascade-correlation architecture.,Advances in Neural Information Processing Structures,2,1990.0,T223F4551990,0.903846153846154,0.9284371327849588,1,1,1
281,273,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,In Advances in Neural Information Processing Systems,Vol. 2).,1990.0,T223F4551990,fahlman1990a,fahlman; s. e. and lebiere,the cascade-correlation architecture.,Advances in Neural Information Processing Structures,2,1990.0,T223F4551990,0.903846153846154,0.9284371327849588,1,1,1
281,274,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,In Advances in Neural Information Processing Systems,Vol. 2).,1990.0,T223F4551990,fahlman1990a,fahlman; s. e. and lebiere,the cascade-correlation learning algorithm.,Advances in Neural Information Processing Systems,2,1990.0,T223F4551990,0.903846153846154,0.9458323611003084,1,1,1
281,275,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,In Advances in Neural Information Processing Systems,Vol. 2).,1990.0,T223F4551990,fahlman1990a,fahlman; s. e. and lebiere,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,2.,1990.0,T223F4551990,0.903846153846154,1.0,1,1,1
281,276,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,In Advances in Neural Information Processing Systems,Vol. 2).,1990.0,T223F4551990,fahlman1990a,fahlman; and lebiere,the cascade correlaion learning architecture.,NIPS.,,1990.0,T223F4551990,1.0,0.9504962670180062,1,1,1
281,277,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,In Advances in Neural Information Processing Systems,Vol. 2).,1990.0,T223F4551990,fahlman1990a,fahlman; and lebiere,the cascade-correlation architecture.,In Advances in Neural Information Processing Systems,Vol. 2.,1990.0,T223F4551990,1.0,0.9284371327849588,1,1,1
281,278,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,In Advances in Neural Information Processing Systems,Vol. 2).,1990.0,T223F4551990,fahlman1990a,fahlman; and lebiere,the cascade-correlation architecture.,In Advances in Neural Information Processing Systems,Vol. 2.,1990.0,T223F4551990,1.0,0.9284371327849588,1,1,1
281,279,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,In Advances in Neural Information Processing Systems,Vol. 2).,1990.0,T223F4551990,fahlman1990a,fahlman; and lebiere,the cascade correlation architecture.,Advances in 43 Neural Information Processing Systems,2,1990.0,T223F4551990,1.0,0.9014101057579318,1,1,1
281,280,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,In Advances in Neural Information Processing Systems,Vol. 2).,1990.0,T223F4551990,fahlman1990a,fahlman; and lebiere,the cascade correlation architecture.,Advances in Neural Information Processing Systems,2,1990.0,T223F4551990,1.0,0.9014101057579318,1,1,1
282,194,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,In Advances in Neural Information Processing Systems,Vol. 2).,1990.0,T223F4551990,fahlman1990a,fahlman; s. e. and lebiere,"the cascade-correlation learning architec ture,",,,1990.0,T223F4551990,0.903846153846154,0.9871415356151712,1,1,1
282,195,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,In Advances in Neural Information Processing Systems,Vol. 2).,1990.0,T223F4551990,fahlman1990a,fahlman; s. e. and lebiere,"the cascade-correlation learning architecture,",,,1990.0,T223F4551990,0.903846153846154,0.9913043478260868,1,1,1
282,196,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,In Advances in Neural Information Processing Systems,Vol. 2).,1990.0,T223F4551990,fahlman1990a,fahlman; s. e. and lebiere,the cascade-correlation learning architecture.,,,1990.0,T223F4551990,0.903846153846154,1.0,1,1,1
282,197,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,In Advances in Neural Information Processing Systems,Vol. 2).,1990.0,T223F4551990,fahlman1990a,fahlman; s. e. and lebiere,the cascade-correlation learning architecture.,,,1990.0,T223F4551990,0.903846153846154,1.0,1,1,1
282,198,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,In Advances in Neural Information Processing Systems,Vol. 2).,1990.0,T223F4551990,fahlman1990a,fahlman; s. e. and lebiere,the cascade-correlation learning architecture.,,,1990.0,T223F4551990,0.903846153846154,1.0,1,1,1
282,199,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,In Advances in Neural Information Processing Systems,Vol. 2).,1990.0,T223F4551990,fahlman1990a,fahlman; s. e. and lebiere,the cascade-correlation learning architecture.,,,1990.0,T223F4551990,0.903846153846154,1.0,1,1,1
282,200,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,In Advances in Neural Information Processing Systems,Vol. 2).,1990.0,T223F4551990,fahlman1990a,fahlman; s. e. and lebiere,the cascade-correlation learning architecture.,,,1990.0,T223F4551990,0.903846153846154,1.0,1,1,1
282,204,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,In Advances in Neural Information Processing Systems,Vol. 2).,1990.0,T223F4551990,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,,,1990.0,T223F4551990,1.0,1.0,1,1,1
282,205,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,In Advances in Neural Information Processing Systems,Vol. 2).,1990.0,T223F4551990,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,,,1990.0,T223F4551990,1.0,1.0,1,1,1
282,207,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,In Advances in Neural Information Processing Systems,Vol. 2).,1990.0,T223F4551990,fahlman1990a,fahlman s. e.; lebiere c.,"the cascade-correlation learning architecture,",,,1990.0,T223F4551990,0.8589411764705883,0.9913043478260868,1,1,1
282,208,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,In Advances in Neural Information Processing Systems,Vol. 2).,1990.0,T223F4551990,fahlman1990a,fahlman; s. and lebiere,the cascade-correlation learning architecture.,,,1990.0,T223F4551990,0.9539130434782608,1.0,1,1,1
282,212,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,In Advances in Neural Information Processing Systems,Vol. 2).,1990.0,T223F4551990,fahlman1990a,fahlman; s. and lebiere,the cascade-correlation learning architecture.,,,1990.0,T223F4551990,0.9539130434782608,1.0,1,1,1
282,214,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,In Advances in Neural Information Processing Systems,Vol. 2).,1990.0,T223F4551990,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,,,1990.0,T223F4551990,1.0,1.0,1,1,1
282,215,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,In Advances in Neural Information Processing Systems,Vol. 2).,1990.0,T223F4551990,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,,,1990.0,T223F4551990,1.0,1.0,1,1,1
282,216,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,In Advances in Neural Information Processing Systems,Vol. 2).,1990.0,T223F4551990,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,,,1990.0,T223F4551990,1.0,1.0,1,1,1
282,217,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,In Advances in Neural Information Processing Systems,Vol. 2).,1990.0,T223F4551990,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,,,1990.0,T223F4551990,1.0,1.0,1,1,1
282,218,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,In Advances in Neural Information Processing Systems,Vol. 2).,1990.0,T223F4551990,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,,,1990.0,T223F4551990,1.0,1.0,1,1,1
282,225,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,In Advances in Neural Information Processing Systems,Vol. 2).,1990.0,T223F4551990,fahlman1990a,fahlman; s. e. and lebiere,the cascade-correlation learning architecture.,,,1990.0,T223F4551990,0.903846153846154,1.0,1,1,1
282,227,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,In Advances in Neural Information Processing Systems,Vol. 2).,1990.0,T223F4551990,fahlman1990a,fahlman; s. and lebiere,the cascade-correlation learning architecture.,,,1990.0,T223F4551990,0.9539130434782608,1.0,1,1,1
282,231,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,In Advances in Neural Information Processing Systems,Vol. 2).,1990.0,T223F4551990,fahlman1990a,fahlman; s. and lebiere,the cascade-correlation learning architecture.,,,1990.0,T223F4551990,0.9539130434782608,1.0,1,1,1
