id,authors,title,venue_name,venue_vol,venue_date,blocking_key
fahlman1991a,scott e. fahlman.,the recurrent cascade-correlation architecture.,Advances in Neural Information Processing Systems,3,1991,T626S3141991
fahlman1991a,scott e. fahlman.,the recurrent cascade-correlation architecture.,Advances in Neural Information Processing Systems,3,1991,T626S3141991
fahlman1991a,s. fahlman.,the recurrent cascade-correlation architecture.,Advances in Neural Information Processing Systems,3,1991,T626S1451991
fahlman1991a,s. fahlman.,the recurrent cascade-correlation architecture.,Advances in Neural Information Processing Systems,3,1991,T626S1451991
fahlman1991a,fahlman; scott e.,"""the recurrent cascade-correlation architecture"",",in Advances in Neural Information Processing Systems,3,1991,"""362F4551991"
fahlman1991a,s. fahlman,"""the recurrent cascade-correlation architecture,""",in Advances in Neural Information Pro--cessing Systems,3,1991,"""362S1451991"
fahlman1991b,scott e. fahlman and david b. mcdonald.,design considerations for cmu common lisp.,Advanced Language Implementation,chapter 6,1991,D225S3141991
fahlman1991b,scott e. fahlman and david b. mcdonald.,design considerations for cmu common lisp.,Advanced Language Implementation,chapter 6,1991,D225S3141991
fahlman1991c,fahlman,the recurrent cascade-correlation architecture.,,,1991,T626F4551991
fahlman1991c,scott e. fahlman,"""the recurrent cascade-correlation architecture,""",,,1991,"""362S3141991"
fahlman1991c,scott e. fahlman,"""the recurrent cascade-correlation architecture,""",,,1991,"""362S3141991"
fahlman1991c,scott e. fahlman,"""the recurrent cascade-correlation architecture,""",,,1991,"""362S3141991"
fahlman1993a,scott e. fahlman.,some thoughts on netl 15 years later.,Innovative Applications of Massive Parallelism,,1993,S532S3141993
fahlman1993b,fahlman,"cmu benchmark collection for neural net learning algorithms,",,,1993,C515F4551993
fahlman1996a,s. e. fahlman; l. d. baker and j. a. boyan,"the cascade 2 learning architecture,",,,1996,T223S1451996
fahlman1996a,s. e. fahlman; l. d. baker and j. a. boyan,"the cascade 2 learning architecture,",,,1996,T223S1451996
fahlman1996a,s. e. fahlman; l. d. baker and j. a. boyan,"the cascade 2 learning architecture,",,,1996,T223S1451996
fahln1993a,fahln; l.e.; c.g.brown; o.stahl; c.carlsson.,a space based model for user interaction in shared synthetic environments.,In Proceedings of InterCHI93 (Amsterdam).,,1993,A212F4541993
fahln1993a,fahln; l.e.; c.g.brown; o.stahl; c.carlsson.,a space based model for user interaction in shared synthetic environments.,In proceedings of the InterCHI93 conference (Amsterdam).,,1993,A212F4541993
forchheimer1983a,r. forchheimer and o. fahlander,"low bit-rate coding through animation,",in Proceedings Picture Coding Symposium (PCS-83) Davis,,1983,L136R1621983
frankel1994a,j.frankel; l.alvarez; r.horowitz; and p.li.,"""robust platoon manuevers for avhs,""",,,,
hendren1992a,l. j. hendren; g. r. gao; e. r. altman; and c. muk-erji.,a register allocation framework based on hierarchical cyclic interval graphs.,Proc. of the Intl. Conf. on Compiler Construction number 641 in Lec. Notes in Comp. Sci.,,1992,A622L2531992
herzog1995a,herzog; m.h. and fahle,a recurrent model for learning a hyperacuity task.,Perception,24,1995,A626H6221995
hoehfeld1992a,hoehfeld; m. and fahlman,learning with limited numerical precision using the cascade-correlation algorithm.,,,1991,L655H1431991
hoehfeld1992a,m. h. hoehfeld and s. fahlman.,learning with limited numerical precision using the cascade-correlation algorithm.,IEEE Transactions on Neural Networks,vol. 3,1992,L655M1431992
knoop1992a,knoop; j. and steffen,"the interprocedural coincidence theorem,",in Proceedings of the Fourth International Conference on Compiler Construction,Vol. 641,1992,T536K5121992
knoop1992a,knoop; j. and steffen,"the interprocedural coincidence theorem,",in Proceedings of the Fourth International Conference on Compiler Construction,Vol. 641,1992,T536K5121992
knoop1992a,knoop; j. and steffen,"the interprocedural coincidence theorem,",in Proceedings of the Fourth International Conference on Compiler Construction,Vol. 641,1992,T536K5121992
knoop1992a,knoop; j. and steffen,"the interprocedural coincidence theorem,",in Proceedings of the Fourth International Conference on Compiler Construction,Vol. 641,1992,T536K5121992
knoop1992a,knoop; j. and steffen,"the interprocedural coincidence theorem,",in Proc. of the Fourth Int. Conf. on Comp. Construct.,Vol. 641,1992,T536K5121992
knoop1992a,knoop; j. and steffen,"the interprocedural coincidence theorem,",in Proc. of the Fourth Int. Conf. on Comp. Construct.,Vol. 641,1992,T536K5121992
knoop1992a,knoop; j. and steffen,"the interprocedural coincidence theorem,",in Proceedings of the Fourth International Conference on Compiler Construction,Vol. 641,1992,T536K5121992
knoop1992a,knoop; j. and steffen,"the interprocedural coincidence theorem,",in Proceedings of the Fourth International Conference on Compiler Construction,Vol. 641,1992,T536K5121992
knoop1992a,knoop; j. and steffen,"the interprocedural coincidence theorem,",in Proceedings of the Fourth International Conference on Compiler Construction,Vol. 641,1992,T536K5121992
knoop1992a,knoop; j. and steffen,"the interprocedural coincidence theorem,",in Proceedings of the Fourth International Conference on Compiler Construction,Vol. 641,1992,T536K5121992
knoop1992a,knoop; j. and steffen,"the interprocedural coincidence theorem,",in Proc. of the Fourth Int. Conf. on Comp. Construct.,Vol. 641,1992,T536K5121992
knoop1992a,knoop; j. and steffen,"the interprocedural coincidence theorem,",in Proceedings of the Fourth International Conference on Compiler Construction,Vol. 641,1992,T536K5121992
knoop1992a,knoop; j. and steffen,"the interprocedural coincidence theorem,",in Proceedings of the Fourth International Conference on Compiler Construction,Vol. 641,1992,T536K5121992
knoop1992a,j. knoop and b. steffen.,the interprocedural coincidence theorem.,Proceedings of the Fourth International Conference on Compiler Construction Lecture Notes in Computer Science,Vol. 641,1992,T536J2511992
knoop1992a,j. knoop and b. steffen.,the interprocedural coincidence theorem.,Proceedings of the Fourth International Conference on Compiler Construction Lecture Notes in Computer Science,Vol. 641,1992,T536J2511992
knoop1992a,j. knoop and b. steffen.,the interprocedural coincidence theorem.,In Proceedings of the Fourth International Conference on Compiler Construction,Vol. 641,1992,T536J2511992
knopp1992a,jurgen knopp.,improving the performance of parallel lisp by compile time analysis.,Compiler Construction volume 641 of Lecture Notes in Computer Science,,1992,I516J6251992
kriegel1993a,kriegel; heep s.; fahldiek a.; mysliwitz n.,"""query processing of geometric objects with free form boundaries in spatial databases"".",Proc. 4th Int. Conf. DEXA 1993,,,
kriegel1993a,kriegel; heep s.; fahldiek a.; mysliwitz n.,"""query processing of geometric objects with free form boundaries in spatial databases"".",Proc. 4th Int. Conf. DEXA 1993,,,
langendoen1992a,koen langendoen and pieter hartel. fcg:,a code generator for lazy functional languages.,Proceedings of the Conference on Compiler Construction,,,
langendoen1992a,k.g. langendoen and p.h. hartel,"a code generator for lazy functional languages, in compiler construction (cc),",Proceedings of the International Workshop on Compiler Construction,,1992,A232K2451992
mcdonald1987a,david b. mcdonald; scott e. fahlman; and skef wholey.,internal design of cmu common lisp on the ibm rt pc.,,,1988,I536D1311988
pfahler1997a,p. pfahler and u. kastens.,language design and implementation by selection.,In First ACM SIGPLAN Workshop on Domain-Specific Languages,,1997,L522P1461997
pfahler1997a,p. pfahler and u. kastens.,language design and implementation by selection.,In First ACM SIGPLAN Workshop on Domain-Specific Languages,,1997,L522P1461997
poggio1992a,poggio; fahle; and edelman,fast perceptual learning in visual hyperacuity.,Science,256,1992,F231P2141992
poggio1992a,poggio; fahle; and edelman,fast perceptual learning in visual hyperacuity.,Science,256,1992,F231P2141992
poggio1992a,poggio; fahle; and edelman,fast perceptual learning in visual hyperacuity.,Science,256,1992,F231P2141992
poggio1992a,poggio; fahle; and edelman,fast perceptual learning in visual hyperacuity.,Science,256,1992,F231P2141992
poggio1992a,poggio; fahle; and edelman,fast perceptual learning in visual hyperacuity.,Science,256,1992,F231P2141992
poggio1992a,poggio; fahle; and edelman,fast perceptual learning in visual hyperacuity.,Science,256,1992,F231P2141992
poggio1992a,poggio; fahle; and edelman,fast perceptual learning in visual hyperacuity.,Science,256,1992,F231P2141992
poggio1992a,t. poggio; m. fahle; and s. edelman.,fast per ceptual learning in visual hyperacuity.,Science,256,1992,F231T1251992
poggio1992a,poggio t; fahle m; and edelman s.,fast perceptual learning in visual hyperacuity.,Science,256,1992,F231P2311992
poggio1992b,poggio; edelman; and fahle,learning of visual modules from examples: a framework for understanding adaptive visual performance.,Computer Vision Graphics and Image Processing: Image Understanding,56,1992,L655P2341992
poggio1992b,t. poggio; s. edelman; and m. fahle.,"learning of visual modules from examples: a framework for understanding adaptive visual performance. cvgip: image understanding, special issue on purposive, qualitative, active vision,",,56,1992,L655T1221992
pope1992a,s. t. pope and l. e.,"fahl en, building sound into a virtual environment,",in Proceedings of the 5th MultiG Workshop,,1992,F451S3111992
shapiro1980a,s. c. shapiro.,"review of fahlman, scott netl: a system for representing and using real-world knowledge.",American Journal of Computational Linguistics,6(3),1980,R114S2211980
steele1984a,guy l. steele jr.; scott e. fahlman; richard p. gabriel; david a. moon; and daniel l. weinreb.,common lisp: the language.,,,1984,C554G4231984
steele1984a,guy l. steele jr.; scott e. fahlman; richard p. gabriel; david a. moon; and daniel l. weinreb.,common lisp: the language.,,,1984,C554G4231984
steele1984a,guy l. steele jr.; scott e. fahlman; richard p. gabriel; david a. moon; and daniel l. weinreb.,common lisp: the language.,,,1984,C554G4231984
steele1990a,steele; guy l.; fahlman; scott e.; gabriel; richard p.; moon; david a.; weinreb; daniel l.; bobrow; daniel g.; demichiel; linda g.; keene; sonya e.; kiczales; gregor; perdue; crispin; pitman; kent m.; waters; richard c.; and white,common lisp: the language (second edition).,,,1990,C554S3421990
steele1990a,common lisp: the language (second edition). by guy l. steele jr.; scott e. fahlman; richard p. gabriel; david a. moon; daniel l. weinreb; daniel g. bobrow; linda g. demichiel; sonya e. keene; gregor kiczales; crispin perdue; kent m. pitman; richard c. waters; and jon l white.,,,,1990,
steele1990a,common lisp: the language (second edition). by guy l. steele jr.; scott e. fahlman; richard p. gabriel; david a. moon; daniel l. weinreb; daniel g. bobrow; linda g. demichiel; sonya e. keene; gregor kiczales; crispin perdue; kent m. pitman; richard c. waters; and jon l white.,,,,1990,
steele1990a,common lisp: the language (second edition). by guy l. steele jr.; scott e. fahlman; richard p. gabriel; david a. moon; daniel l. weinreb; daniel g. bobrow; linda g. demichiel; sonya e. keene; gregor kiczales; crispin perdue; kent m. pitman; richard c. waters; and jon l white.,,,,1990,
steele1990a,common lisp: the language (second edition). by guy l. steele jr.; scott e. fahlman; richard p. gabriel; david a. moon; daniel l. weinreb; daniel g. bobrow; linda g. demichiel; sonya e. keene; gregor kiczales; crispin perdue; kent m. pitman; richard c. waters; and jon l white.,,,,1990,
sudholt1992a,s udholt; m. and steigner,on interprocedural data flow analysis for object oriented languages.,Proceedings of the Fourth International Conference on Compiler Construction,,1992,O553S3431992
thrun1991a,s.b. thrun; j. bala; e. bloedorn; i. bratko; b. cestnik; j. cheng; k. de jong; s dzroski; s.e. fahlman; d. fisher; r. hamann; k. kaufman; s. keller; i. kononenko; j. kreuziger; r.s. michal-ski; t. mitchell; p. pachowicz; y. reich h. vafaie; w. van de welde; w. wenzel; j. wnek; and j. zhang.,the monk's problems a performance comparison of different learning algorihms.,,,1991,T552S1361991
thrun1991a,s.b. thrun; j. bala; e. bloedorn; i. bratko; b. cestnik; j. cheng; k. de jong; s. dzeroski ands.e. fahlman; d. fisher; r. hamann; k. kaufman; s. keller; i. kononenko; j. kreuziger; r.s. michalski; t. mitchell; p. pachowicz; y. reich; h. vafaie; w. van de weldel; w. wenzel; j. wnek; and j. zhang.,the monk's problems: a performance comparison of different learning algorithms.,,,1991,T552S1361991
thrun1991a,thrun; bala; bloedorn; bratko; cestnik; cheng; de jong; dzerowski; fahlman; hamann; kaufman; keller; kononenko; kreuziger; michalski; mitchell; pachowicz; vafaie; van de velde; wenzel; wnek; and zhang,"the monks problems: a performance comparison of different learning algorithms,",,,1991,T552T6511991
thrun1991a,thrun; bala; bloedorn; bratko; cestnik; cheng; de jong; dzerowski; fahlman; hamann; kaufman; keller; kononenko; kreuziger; michalski; mitchell; pachowicz; vafaie; van de velde; wenzel; wnek; and zhang,"the monks problems: a performance comparison of different learning algorithms,",,,1991,T552T6511991
thrun1991a,fahlman; d. fisher; r. hamann; k. kaufman; s. keller; i. kononenko; j. kreuziger; r.s. michal-ski; t. mitchell; p. pachowicz; y. reich; h. vafaie; w. van de welde; w. wenzel; j. wnek; and j. zhang.,the monk's problems a performance comparison of different learning algorithms.,,,1991,T552F4551991
thrun1991a,fahlman; d. fisher; r. hamann; k. kaufman; s. keller; i. kononenko; j. kreuziger; r.s. michal-ski; t. mitchell; p. pachowicz; y. reich; h. vafaie; w. van de welde; w. wenzel; j. wnek; and j. zhang.,the monk's problems a performance comparison of different learning algorithms.,,,1991,T552F4551991
thrun1991a,thrun; bala; bloedorn; bratko; cestnik; cheng; de jong; dzeroski; fahlman; fisher; hamann; kaufman; keller; kononenko; kreuziger; michalski; mitchell; pachowicz; reich; vafaie; van de welde; wenzel; wnek; and zhang,the monk's problem: a performance comparison of different learning algorithms.,,,1991,T552T6511991
thrun1991a,thrun; s.; bala; j.; bloedorn; e.; bratko; i.; cestnik; b.; cheng; j.; de jong; k.; dzeroski; s.; fahlman; s.; fisher; d.; hamann; r.; kaufman; k.; keller; s.; kononenko; i.; kreuziger; j.; michalski; r.; mitchell; t.; pachowicz; p.; reich; y.; vafaie; h.; de weldel; w. v.; wenzel; w.; wnek; j.; and zhang,the monk's problems: a performance comparison of different learning algorithms.,,,1991,T552T6521991
thrun1991a,thrun; bala; bloedorn; bratko; cestnik; cheng; de jong; dzeroski; fahlman; hamann; kaufman; keller; kononenko; kreuziger; michalski; mitchell; pachowicz; vafaie; van de velde; wenzel; wnek; j. and zhang,"""the monk's problems: a performance comparison of different learning algorithms,""",Computer Science Reports,,,
thrun1991a,thrun; bala; bloedorn; bratko; cestnink; cheng; dejong; dzeroski; fahlman; hamann; kaufman; keller; kononenko; kreuziger; michalski; mitchell; pachowicz; vafaie; van de velde; wenzel; wnek; j. and zhang,"""the monk's problems: a performance comparison of different learning algorithms,""",,,1991,"""355T6511991"
thrun1991a,s. b. thrun; j. bala; e. bloendorn; i. bratko; b. cestnik; j. cheng; k. de jong; s. d^zeroski; s. e. fahlman; d. fisher; r. hamann; k. kauf-man; s. keller; i. kononenko; j. kreuziger; r. s. michalski; t. mitchell; p. pachovicz; y. re-ich; h. vafaie; w. van de welde; w. wentzel; j. wnek; and j. zhang.,the monk's problems a performance comparison of different learning algorithms.,,,1991,T552S1361991
thrun1991a,s. b. thrun; j. bala; e. bloendorn; i. bratko; b. cestnik; j. cheng; k. de jong; s. d^zeroski; s. e. fahlman; d. fisher; r. hamann; k. kauf-man; s. keller; i. kononenko; j. kreuziger; r. s. michalski; t. mitchell; p. pachovicz; y. re-ich; h. vafaie; w. van de welde; w. wentzel; j. wnek; and j. zhang.,the monk's problems a performance comparison of different learning algorithms.,,,1991,T552S1361991
thrun1991a,s.b. thrun; j. bala; e. bloedorn; i. bratko; b. cestnik; j. cheng; k. de jong; s dzroski; s.e. fahlman; d. fisher; r. hamann; k. kaufman; s. keller; i. kononenko; j. kreuziger; r.s. michalski; t. mitchell; p. pachowicz; y. re-ich h. vafaie; w. van de welde; w. wenzel; j. wnek; and j. zhang.,the monk's problems a performance comparison of different learning algorihms.,,,1991,T552S1361991
thrun1991a,s.b. thrun; j. bala; e. bloedorn; i. bratko; b. cestnik; j. cheng; k. de jong; s. dzeroski; s.e. fahlman; d. fisher; r. hamann; k. kaufman; s. keller; i. kononenko; j. kreuziger; r.s. michalski; t. mitchell; p. pachowicz; y. reich; h. vafaie; w. van de welde; w. wenzel; j. wnek; and j. zhang,the monk's problems a performance comparison of different learning algorithms.,,,1991,T552S1361991
thrun1991a,s.b. thrun; j. bala; e. bloedorn; i. bratko; b. cestnik; j. cheng; k. de jong; s. dzeroski; s.e. fahlman; d. fisher; r. hamann; k. kaufman; s. keller; i. kononenko; j. kreuziger; r.s. michalski; t. mitchell; p. pachowicz; y. reich; h. vafaie; w. van de weldel; w. wenzel; j. wnek; and j. zhang.,the monk's problems: a performance comparison of different learning algorithms.,,,1991,T552S1361991
thrun1991a,sebastian b. thrun; jerzy bala; eric bloedorn; bojan cestnik; john cheng; kenneth de jong; saso dzeroski; douglas fisher; scott e. fahlman; rainer hamann; kenneth kaufman; stefan keller; igor kononenko; juergen kreuziger; ryszard s. michalski; tom mitchell; peter pachowicz; yoram reich; haleh vafaie; walter van de welde; walter wenzel; janusz wnek; and jianping zhang.,the monk's problems a performance comparison of different learning algorithms.,,,1991,T552S1231991
thrun1991a,sebastian b. thrun; jerzy bala; eric bloedorn; bojan cestnik; john cheng; kenneth de jong; saso dzeroski; douglas fisher; scott e. fahlman; rainer hamann; kenneth kaufman; stefan keller; igor kononenko; juergen kreuziger; ryszard s. michalski; tom mitchell; peter pachowicz; yoram reich; haleh vafaie; walter van de welde; walter wenzel; janusz wnek; and jianping zhang.,the monk's problems a performance comparison of different learning algorithms.,,,1991,T552S1231991
thrun1991a,sebastian b. thrun; jerzy bala; eric bloedorn; bojan cestnik; john cheng; kenneth de jong; saso dzeroski; douglas fisher; scott e. fahlman; rainer hamann; kenneth kaufman; stefan keller; igor kononenko; juergen kreuziger; ryszard s. michalski; tom mitchell; peter pachowicz; yoram reich; haleh vafaie; walter van de welde; walter wenzel; janusz wnek; and jianping zhang.,the monk's problems a performance comparison of different learning algorithms.,,,1991,T552S1231991
thrun1991a,s.b. thrun; j. bala; e. bloedorn; i. bratko; b. cestnik; j. cheng; k. de jong; s. dzeroski; s.e. fahlman; d. fisher; r. hamann; k. kaufman; s. keller; i. kononenko; j. kreuziger; r.s. michalski; t. mitchell; p. pachowicz; y. reich; h. vafaie; w. van de welde; w. wenzel; j. wnek; and j. zhang,the monk's problems a performance comparison of different learning algorithms.,,,1991,T552S1361991
thrun1991a,thrun; bala; bloedorn; bratko; cestnik; cheng; de jong; dzeroski; fisher; fahlman; hamann; kaufman; keller; kononenko; kreuziger; michalski; mitchell; pachowicz; reich; vafaie; van de welde; wenzel; wnek; j. and zhang,the monk's problems a performance comparison of different learning algorithms.,,,1991,T552T6511991
thrun1991a,s. thrun; j. bala; e. bloedorn; i. bratko; b. cestnik; j. cheng; k. de jong; s. dzeroski; d. fisher; s. e. fahlman; r. hamann; k. kaufman; s. keller; i. kononenko; j. kreuziger; r. s. michalski; t.m. mitchell; p. pachowicz; y. reich; h. vafaie; w. van de welde; w. wenzel; j. wnek; and j. zhang.,the monk's problems a performance comparison of different learning algorithms.,,,1991,T552S3651991
thrun1991a,s. thrun; j. bala; e. bloedorn; i. bratko; b. cestnik; j. cheng; k. de jong; s. dzeroski; d. fisher; s. e. fahlman; r. hamann; k. kaufman; s. keller; i. kononenko; j. kreuziger; r. s. michalski; t.m. mitchell; p. pachowicz; y. reich; h. vafaie; w. van de welde; w. wenzel; j. wnek; and j. zhang.,the monk's problems a performance comparison of different learning algorithms.,,,1991,T552S3651991
thrun1991a,s. thrun; j. bala; e. bloedorn; i. bratko; b. cestnik; j. cheng; k. de jong; s. dzeroski; d. fisher; s. e. fahlman; r. hamann; k. kaufman; s. keller; i. kononenko; j. kreuziger; r. s. michalski; t.m. mitchell; p. pachowicz; y. reich; h. vafaie; w. van de welde; w. wenzel; j. wnek; and j. zhang.,the monk's problems a performance comparison of different learning algorithms.,,,1991,T552S3651991
thrun1991a,thrun. s.b.; bala; bloedorn; bratko; cestnik; cheng; de jong; dzeroski; fahlman; hamann; kaufman; keller; kononenko; kreuziger; michalski; mitchell; pachowicz; vafaie; van de velde; wenzel; wnek; and zhang,"the monks problems: a performance comparison of different learning algorithms,",,,1991,T552T6521991
thrun1991a,s. thrun; j. bala; e. bloedorn; i. bratko; b. cestnik; j. cheng; k. de jong; s. dzeroski; s.e. fahlman; d. fisher; r. hamann; k. kaufman; s. keller; i. kononenko; j. kreuziger; r.s. michalski; t. mitchell; p. pachowicz; y. reich; h. vafaie; w. van de welde; w. wenzel; j. wnek; and j. zhang.,the monk's problems a performance comparison of different learning algorithms.,,,1991,T552S3651991
thrun1991a,s.b. thrun; j. bala; e. bloedorn; b. cheng i. bratko; s. dzeroski k. de-jong; s. fahlman; d. fisher; r. hamann; k. kaufman; s. keller; i. kononenko; j. kreuziger; r. michalski; t. mitchell; p. pachowicz; y. reich; h. vafaie; k. van de welde; w. wenzel; j. wnek; and j. zhang.,the monk's problem: a performance comparison of different learning algorithms.,,,1990,T552S1361990
thrun1991a,thrun; bala; bloedorn; bratko; cestnik; cheng; de jong; dzeroski; fisher; fahlman; hamann; kaufman; 8 keller; kononenko; kreuziger; michalski; mitchell; pa--chowicz; reich; vafaie; van de welde; wenzel; wnek; j. and zhang,the monk's problems a performance comparison of different learning algorithms.,,,1991,T552T6511991
thrun1991a,s. b. thrun; j. bala; e. bloedorn; i. bratko; b. cestnik; j. cheng; k. de jong; s. dze-roski; s. e. fahlman; d. fisher; r. hamann; k. kaufaman; s. keller; i. kononenko; j. kreusiger; r. s. michalski; t. mitchell; p. pachowitz; y. reich; h. vafaic; w. van de weldel; w. wenzel; j. wnek; and j. zhang.,the monk's problems: a performance comparison of different learning algorithms.,,,1991,T552S1361991
thrun1991a,s. b. thrun; j. bala; e. bloedorn; i. bratko; b. cestnik; j. cheng; k. de jong; s. dze-roski; s. e. fahlman; d. fisher; r. hamann; k. kaufaman; s. keller; i. kononenko; j. kreusiger; r. s. michalski; t. mitchell; p. pachowitz; y. reich; h. vafaic; w. van de weldel; w. wenzel; j. wnek; and j. zhang.,the monk's problems: a performance comparison of different learning algorithms.,,,1991,T552S1361991
thrun1991a,thrun; bala; bloedorn; bratko; cestnik; cheng; de jong; dzeroski; fisher; fahlman; hamann; kaufman; keller; kononenko; kreuziger; michalski; mitchell; pa-chowicz; reich; vafaie; van de welde; wenzel; wnek; j. and zhang,the monk's problems a performance comparison of different learning algorithms.,,,1991,T552T6511991
thrun1991a,s. b. thrun; j. bala; e. bloedorn; i. bratko; b. cestnik; j. cheng; k. de jong; s. dzeroski; s. e. fahlman; d. fisher; r. hamann; k. kaufaman; s. keller; i. kononenko; j. kreusiger; r. s. michalski; t. mitchell; p. pachowitz; y. reich; h. vafaic; w. van de weldel; w. wenzel; j. wnek; and j. zhang.,the monk's problems: a performance comparison of different learning algorithms.,,,1991,T552S1361991
thrun1991a,s.b. thrun; j. bala; e. bloedorn; i. bratko; b. cestnik; j. cheng; k. de jong; s. dzeroski; s.e. fahlman; d. fisher; r. hamann; k. kaufman; s. keller; i. kononenko; j. kreuziger; r.s. michalski; t. mitchell; p. pachowicz; y. reich; h. vafaie; w. van de weldel; w. wenzel; j. wnek; and j. zhang.,the monk's problems: a performance comparison of different learning algorithms.,,,1991,T552S1361991
thrun1991a,s.b. thrun; j. bala; e. bloedorn; i. bratko; b. cestnik; j. cheng; k. de jong; s. dzeroski; s.e. fahlman; d. fisher; r. hamann; k. kaufman; s. keller; i. kononenko; j. kreuziger; r.s. michalski; t. mitchell; p. pachowicz; y. reich; h. vafaie; w. van de weldel; w. wenzel; j. wnek; and j. zhang.,the monk's problems: a performance comparison of different learning algorithms.,,,1991,T552S1361991
thrun1991a,thrun; bala; bloedorn; bratko; cestnik; cheng; de jong; d zeroski; fahlman; fisher; hamann; kauf-man; keller; kononenko; kreuziger; michalski; mitchell; pachowicz; reich; vafaie; van de velde; wenzel; wnek; and zhang,the monk's problems: a performance comparison of different learning algorithms.,,,1991,T552T6511991
thrun1991a,s.b. thrun; j. bala; e. bloedorn; i. bratko; b. cestnik; j. cheng; k. de jong; s. dzeroski; s.e. fahlman; d. fisher; r. hamann; k. kauf-man; s. keller; i. kononenko; j. kreuziger; r.s. michalski; t. mitchell; p. pachowicz; y. reich; h. vafaie; w. van de welde; w. wenzel; j. wnek; and j. zhang,"the monk's problems a performance comparison of different learning algorithms,",,,1991,T552S1361991
thrun1991a,s.b. thrun; j. bala; e. bloedorn; i. bratko; b. cestnik; j. cheng; k. de jong; s. dzeroski; s.e. fahlman; d. fisher; r. hamann; k. kaufman; s. keller; i. kononenko; j. kreuziger; r.s. michalski; t. mitchell; p. pachowicz; y. reich; h. vafaie; w. van de welde; w. wenzel; j. wnek; and j. zhang,the monk's problems a performance comparison of different learning algorithms.,,,1991,T552S1361991
thrun1991a,s.b. thrun; j. bala; e. bloedorn; i. bratko; b. cestnik; j. cheng; k. de jong; s. dzeroski; s.e. fahlman; d. fisher; r. hamann; k. kaufman; s. keller; i. kononenko; j. kreuziger; r.s. michalski; t. mitchell; p. pachowicz; y. reich; h. vafaie; w. van de welde; w. wenzel; j. wnek; and j. zhang,the monk's problems a performance comparison of different learning algorithms.,,,,
thrun1991a,s.b. thrun; j. bala; e. bloedorn; i. bratko; b. cestnik; j. cheng; k. de jong; s. dzeroski; s.e. fahlman; d. fisher; r. hamann; k. kaufman; s. keller; i. kononenko; j. kreuziger; r.s. michalski; t. mitchell; p. pachowitz; y. reich; h. vafaie; w. van de welde; w. wenzel; j. wnek; and j. zhang.,the monk's problems: a performance comparison of differ-ent learning algorithms.,,,1991,T552S1361991
thurn1991a,thurn; bala; bloedorn; bratko; cestnik; cheng; jong; dzeroski; fahlman; fisher; hamann; kaufman; keller; kononenko; kreuziger; michalski; mitchell; pachowicz; reich; vafaie; de welde; wenzel; wnek; and zhang,the monk's problems: a performance comparison of different learning algorithms.,,,1990,T552T6511990
thurn1991a,thurn; bala; bloedorn; bratko; cestnik; cheng; de jong; dzeroski; fahlman; fisher; hamann; kaufman; keller; kononenko; kreuziger; michalski; mitchell; pachowicz; reich; vafaie; van de welde; wenzel; wnek; and zhang,"`the monk's problems: a performance comparison of different learning algorithms',",,,1991,`355T6511991
vitek1992a,vitek; horspool; and uhl,compile-time analysis of object-oriented programs.,Proceedings of the Fourth International Conference on Compiler Construction,,1992,C514V3261992
walter1987a,walter; henke-fahle; s. and bonhoeffer,1987 avoidance of posterior tectal membranes by temporal retinal axons.,Development 101,,,
weiss1993a,weiss; edelman; and fahle,models of perceptual learning in vernier hyperacuity.,Neural Computation,5,1993,M342W2341993
weiss1993a,weiss; edelman; and fahle,models of perceptual learning in vernier hyperacuity.,Neural Computation,5,1993,M342W2341993
weiss1993a,weiss; edelman; and fahle,models of perceptual learning in vernier hyperacuity.,Neural Computation,5,1993,M342W2341993
weiss1993a,weiss; edelman; and fahle,models of perceptual learning in vernier hyperacuity.,Neural Computation,5,1993,M342W2341993
weiss1993a,weiss; edelman; and fahle,models of perceptual learning in vernier hyperacuity.,Neural Computation,5,1993,M342W2341993
weiss1993a,weiss; edelman; and fahle,models of perceptual learning in vernier hyperacuity.,Neural Computation,5,1993,M342W2341993
white1994a,white; m. and fahlman,"""neural-bench benchmark collection"",",,,1994,"""564W3551994"
wholey1984a,wholey; skef; and fahlman; scott e.,the design of an instruction set for common lisp.,In Proc. 1984 ACM Symposium on Lisp and Functional Programming. ACM SIGPLAN/SIGACT/SIGART,,1984,T322W4211984
aha1987,kibler; and aha; d. w.,learning representative exemplars of concepts: an initial case study.,In Proceedings of the Fourth International Workshop on Machine Learning,,,
aha1987,kibler; and aha; d. w.,learning representative exemplars of concepts: an initial case study.,In Proceedings of the Fourth International Workshop on Machine Learning,,,
aha1987,kibler; and aha; d. w.,learning representative exemplars of concepts: an initial case study.,In Proceedings of the Fourth International Workshop on Machine Learning,,,
aha1987,kibler; and aha; d. w.,learning representative exemplars of concepts: an initial case study.,In Proceedings of the Fourth International Workshop on Machine Learning,,,
aha1987,kibler; and aha,learning representative exemplars of concepts: an initial case study.,In Proceedings of the 4th International Workshop on Machine Learning,,,
aha1987,kibler; and aha,learning representative exemplars of concepts: an initial case study.,In Proceedings of the 4th International Workshop on Machine Learning,,,
aha1987,kibler; and aha; d. w.,learning representative exemplars of concepts: an initial case study.,In Proceedings of the Fourth International Workshop on Machine Learning.,,,
